subject_order,subject,category,question_number,difficulty,question,option_a,option_b,option_c,option_d,correct_option
42,Nanotechnology,Science,157,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,158,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,159,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,160,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,161,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,162,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,163,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,164,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,165,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,166,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,167,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,168,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,169,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,170,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,171,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,172,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,173,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,174,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,175,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,176,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,177,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,178,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,179,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,180,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,181,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,182,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,183,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,184,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,185,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,186,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,187,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,188,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,189,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,190,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,191,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,192,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,193,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,194,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,195,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,196,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
42,Nanotechnology,Science,197,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
42,Nanotechnology,Science,198,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
42,Nanotechnology,Science,199,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
42,Nanotechnology,Science,200,Hard,"[Hard] In Nanotechnology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
43,Electronics,Engineering & Tech,1,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,2,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,3,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,4,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,5,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,6,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,7,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,8,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,9,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,10,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,11,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,12,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,13,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,14,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,15,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,16,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,17,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,18,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,19,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,20,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,21,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,22,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,23,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,24,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,25,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,26,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,27,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,28,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,29,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,30,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
43,Electronics,Engineering & Tech,31,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out - P_in,η = P_in / P_out,η = P_out + P_in,η = P_out / P_in,D
43,Electronics,Engineering & Tech,32,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out / P_in,η = P_in / P_out,η = P_out + P_in,η = P_out - P_in,A
43,Electronics,Engineering & Tech,33,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_in / P_out,η = P_out / P_in,η = P_out + P_in,η = P_out - P_in,B
43,Electronics,Engineering & Tech,34,Easy,"[Easy] In an introductory Electronics design review, which formula correctly computes efficiency η for useful output power P_out and input power P_in?",η = P_out + P_in,η = P_in / P_out,η = P_out / P_in,η = P_out - P_in,C
